Label,Colabs
A3,21
ASEA,18
BACE Inversiones,20
CEDEX,9
Club de Reparadores,6
Dirección de Emprendedores GCBA,24
EAN,12
EKHOS,10
Endeavor Argentina,11
GridX,10
Hacela Rodar,11
Huerta Coworking,15
IncUBAgro,13
Incubando Salud,9
INICIA,18
ITBA,16
Jaguar Ventures,9
Madre Emprendedora,14
Parabolt,12
Prodem,14
SEPYME,12
Socialab,17
The Yield Lab,9
Trepcamp,14
UADE,10
UBA,11
UNAJE,23
UNICEN,9
UNLP,13
UP,19
Venturebees,9
