Source,Target,Type,Id,Label,timeset,Weight,directionality,interactions required,collaboration agreement,budget allocated,hr allocated,result,validation,loop?,response id,bloque
RT Electronics,Greentown Labs,Directed,271,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B273=A273,""LOOP"",""ok"")",16,14
Santiago Innova,CORFO,Directed,272,,,4,Nosotros los buscamos,1,Sí,"100,000_999,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(B274=A274,""LOOP"",""ok"")",N10,1
Santiago Innova,CORFO,Directed,273,,,5,,,,,,,,"IF(B275=A275,""LOOP"",""ok"")",PN10,C
Santiago Innova,CORFO,Directed,274,,,5,,,,,,,,"IF(B276=A276,""LOOP"",""ok"")",PN10,E
Santiago Innova,CCS,Directed,275,,,3,Nosotros los buscamos,3,Sí,NA,NA,NA,Analyze,"IF(B277=A277,""LOOP"",""ok"")",N10,2
Santiago Innova,CNS Colina,Directed,276,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B278=A278,""LOOP"",""ok"")",N10,13
Santiago Innova,CNS Santiago,Directed,277,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B279=A279,""LOOP"",""ok"")",N10,12
Santiago Innova,Duoc UC,Directed,278,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B280=A280,""LOOP"",""ok"")",N10,4
Santiago Innova,Gob. Zapopan,Directed,279,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B281=A281,""LOOP"",""ok"")",N10,9
Santiago Innova,Ilustre Municipalidad de Renca,Directed,280,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B282=A282,""LOOP"",""ok"")",N10,3
Santiago Innova,SERCOTEC,Directed,281,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B283=A283,""LOOP"",""ok"")",N10,6
Santiago Innova,Socialab,Directed,282,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B284=A284,""LOOP"",""ok"")",N10,10
Santiago Innova,UDD,Directed,283,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B285=A285,""LOOP"",""ok"")",N10,5
Santiago Innova,We Americas,Directed,284,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B286=A286,""LOOP"",""ok"")",N10,7
Santiago Innova,We Angels,Directed,285,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B287=A287,""LOOP"",""ok"")",N10,8
Simón de Cirene,ASECH,Directed,286,,,1,Nosotros los buscamos,10,No,0_99,01_03,"No, la colaboración no fue exitosa",Analyze,"IF(B288=A288,""LOOP"",""ok"")",13,4
Simón de Cirene,SERCOTEC,Directed,287,,,2,Nosotros los buscamos,5,No,0_99,01_03,"No, la colaboración no fue exitosa",Analyze,"IF(B289=A289,""LOOP"",""ok"")",13,7
Simón de Cirene,CORFO,Directed,288,,,5,,,,,,,,"IF(B290=A290,""LOOP"",""ok"")",P12,C
Simón de Cirene,CORFO,Directed,289,,,5,Nosotros los buscamos,1,Sí,"10,000_49,999",100_,"Sí, la colaboración fue exitosa",Analyze,"IF(B291=A291,""LOOP"",""ok"")",13,1
Simón de Cirene,JPAL,Directed,290,,,5,Nosotros los buscamos,1,Sí,"10,000_49,999",100_,"Sí, la colaboración fue exitosa",Analyze,"IF(B292=A292,""LOOP"",""ok"")",13,2
Simón de Cirene,SENCE,Directed,291,,,5,Nosotros los buscamos,3,Sí,"50,000_99,999",21_30,"Sí, la colaboración fue exitosa",Analyze,"IF(B293=A293,""LOOP"",""ok"")",13,3
Simón de Cirene,SENCE,Directed,292,,,5,,,,,,,,"IF(B294=A294,""LOOP"",""ok"")",P12,E
Socialab,Broota,Directed,293,,,3,,,,,,,,"IF(B295=A295,""LOOP"",""ok"")",P27,H
Socialab,CCS,Directed,294,,,3,,,,,,,,"IF(B296=A296,""LOOP"",""ok"")",P27,V
Socialab,CORFO,Directed,295,,,3,,,,,,,,"IF(B297=A297,""LOOP"",""ok"")",P27,A
Socialab,Radio zeta,Directed,296,,,3,,,,,,,,"IF(B298=A298,""LOOP"",""ok"")",P27,P
Socialab,USM,Directed,297,,,3,,,,,,,,"IF(B299=A299,""LOOP"",""ok"")",P27,G
Socialab,Caja Los Andes,Directed,298,,,5,,,,,,,,"IF(B300=A300,""LOOP"",""ok"")",P27,C
Socialab,BID,Directed,299,,,5,,,,,,,,"IF(B301=A301,""LOOP"",""ok"")",P27,E
Start-Up Chile,YouNoodle,Directed,300,,,1,Nosotros los buscamos,10,Sí,"100,000_999,999",04_06,"No, la colaboración no fue exitosa",Analyze,"IF(B302=A302,""LOOP"",""ok"")",N18,11
Start-Up Chile,"Ministerio de Economía, Fomento y Turismo",Directed,301,,,5,,,,,,,,"IF(B303=A303,""LOOP"",""ok"")",PN18,C
Start-Up Chile,CORFO,Directed,302,,,5,,,,,,,,"IF(B304=A304,""LOOP"",""ok"")",PN18,E
Start-Up Chile,"Ministerio de Economía, Fomento y Turismo",Directed,303,,,5,Nosotros los buscamos,1,Sí,"1,000,000_",21_30,"Sí, la colaboración fue exitosa",Analyze,"IF(B305=A305,""LOOP"",""ok"")",N18,2
Start-Up Chile,CORFO,Directed,304,,,5,Nosotros los buscamos,1,Sí,"1,000,000_",21_30,"Sí, la colaboración fue exitosa",Analyze,"IF(B306=A306,""LOOP"",""ok"")",N18,1
Start-Up Chile,Co-Work Latam,Directed,305,,,5,Nosotros los buscamos,10,Sí,"50,000_99,999",21_30,"Sí, la colaboración fue exitosa",Analyze,"IF(B307=A307,""LOOP"",""ok"")",N18,3
Start-Up Chile,Alaya,Directed,306,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B308=A308,""LOOP"",""ok"")",N18,16
Start-Up Chile,Fen,Directed,307,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B309=A309,""LOOP"",""ok"")",N18,17
Start-Up Chile,Fundación Chile,Directed,308,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B310=A310,""LOOP"",""ok"")",N18,15
Startup Weekend,PUCC,Directed,309,,,1,Nosotros los buscamos,3,No,0_99,01_03,"No, la colaboración no fue exitosa",Analyze,"IF(B311=A311,""LOOP"",""ok"")",3,8
Startup Weekend,CORFO,Directed,310,,,3,Nosotros los buscamos,3,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B312=A312,""LOOP"",""ok"")",3,1
Startup Weekend,Santander,Directed,311,,,4,Nosotros los buscamos,4,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B313=A313,""LOOP"",""ok"")",3,6
Startup Weekend,SERCOTEC,Directed,312,,,4,Nosotros los buscamos,2,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B314=A314,""LOOP"",""ok"")",3,2
Startup Weekend,Fuck Up Nights,Directed,313,,,5,Nosotros los buscamos,1,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B315=A315,""LOOP"",""ok"")",3,9
Startup Weekend,Start-Up Chile,Directed,314,,,5,Nosotros los buscamos,1,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B316=A316,""LOOP"",""ok"")",3,3
Startup Weekend,Techstars,Directed,315,,,5,,,,,,,,"IF(B317=A317,""LOOP"",""ok"")",P25,C
Startup Weekend,Start-Up Chile,Directed,316,,,5,,,,,,,,"IF(B318=A318,""LOOP"",""ok"")",P25,E
Startup Weekend,Hub Providencia,Directed,317,,,5,Nosotros los buscamos,4,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B319=A319,""LOOP"",""ok"")",3,4
Startup Weekend,Duoc UC,Directed,318,,,5,Nosotros los buscamos,3,Sí,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B320=A320,""LOOP"",""ok"")",3,7
Startup Weekend,AMCHAM,Directed,319,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B321=A321,""LOOP"",""ok"")",3,14
Startup Weekend,Cámara Franco Chilena para el Comercio y la Industria,Directed,320,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B322=A322,""LOOP"",""ok"")",3,15
Techstars,Startup Weekend,Directed,321,,,5,Ellos nos buscaron,1,Sí,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(A323=B323,""LOOP"",""ok"")",3,10
UANDES,Hubtec,Directed,322,,,5,Ellos nos buscaron,1,Sí,"100,000_999,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(A324=B324,""LOOP"",""ok"")",N06,6
UC,CONICYT,Directed,323,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B325=A325,""LOOP"",""ok"")",11,2
UC,CORFO,Directed,324,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B326=A326,""LOOP"",""ok"")",11,1
UC,Fraunhofer de Chile,Directed,325,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B327=A327,""LOOP"",""ok"")",11,7
UC,Know Hub Chile,Directed,326,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B328=A328,""LOOP"",""ok"")",11,6
UC,"Ministerio de Economía, Fomento y Turismo",Directed,327,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B329=A329,""LOOP"",""ok"")",11,3
UC,Ministerio de Educación,Directed,328,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B330=A330,""LOOP"",""ok"")",11,4
UC,OTL UC,Directed,329,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B331=A331,""LOOP"",""ok"")",11,5
UDD,CORFO,Directed,330,,,4,Ellos nos buscaron,2,Sí,"10,000_49,999",01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(A332=B332,""LOOP"",""ok"")",6,5
UDD,Hubtec,Directed,331,,,5,Ellos nos buscaron,1,Sí,"100,000_999,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(A333=B333,""LOOP"",""ok"")",N06,10
UDD Ventures,Universidad Mayor,Directed,332,,,4,Ellos nos buscaron,4,Sí,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(A334=B334,""LOOP"",""ok"")",4,4
UFRO,Hubtec,Directed,333,,,5,Ellos nos buscaron,1,Sí,"100,000_999,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(A335=B335,""LOOP"",""ok"")",N06,9
UNAB,Hubtec,Directed,334,,,5,Ellos nos buscaron,1,Sí,"100,000_999,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(A336=B336,""LOOP"",""ok"")",N06,14
Universidad Adolfo Ibañez,CORFO,Directed,335,,,4,Ellos nos buscaron,2,Sí,"10,000_49,999",01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(A337=B337,""LOOP"",""ok"")",6,6
Universidad Mayor,CORFO,Directed,336,,,3,Nosotros los buscamos,2,No,0_99,04_06,"Sí, la colaboración fue exitosa",Analyze,"IF(B338=A338,""LOOP"",""ok"")",4,1
Universidad Mayor,Girls in Tech Chile,Directed,337,,,4,Alguien más nos conectó,10,No,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(B339=A339,""LOOP"",""ok"")",4,3
Universidad Mayor,HPI Deutschland,Directed,338,,,5,,,,,,,,"IF(B340=A340,""LOOP"",""ok"")",P18,C
Universidad Mayor,HPI Deutschland,Directed,339,,,5,Nosotros los buscamos,NA,Sí,"1,000,000_",31_50,"Sí, la colaboración fue exitosa",Analyze,"IF(B341=A341,""LOOP"",""ok"")",17,2
Universidad Mayor,Hub Providencia,Directed,340,,,5,,,,,,,,"IF(B342=A342,""LOOP"",""ok"")",P18,E
Universidad Mayor,ASECH,Directed,341,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B343=A343,""LOOP"",""ok"")",4,25
Universidad Mayor,Balloon Latam,Directed,342,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B344=A344,""LOOP"",""ok"")",17,8
Universidad Mayor,BCI,Directed,343,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B345=A345,""LOOP"",""ok"")",17,6
Universidad Mayor,CCS,Directed,344,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B346=A346,""LOOP"",""ok"")",4,20
Universidad Mayor,Centro de Innovación UC Anacleto Angelini,Directed,345,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B347=A347,""LOOP"",""ok"")",4,14
Universidad Mayor,Club de Innovación,Directed,346,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B348=A348,""LOOP"",""ok"")",17,12
Universidad Mayor,Co-Work Latam,Directed,347,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B349=A349,""LOOP"",""ok"")",4,24
Universidad Mayor,Endeavor,Directed,348,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B350=A350,""LOOP"",""ok"")",4,7
Universidad Mayor,Fablabs.io,Directed,349,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B351=A351,""LOOP"",""ok"")",4,17
Universidad Mayor,Founder List,Directed,350,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B352=A352,""LOOP"",""ok"")",17,11
Universidad Mayor,Ganesha Lab,Directed,351,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B353=A353,""LOOP"",""ok"")",4,11
Universidad Mayor,HPI Deutschland,Directed,352,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B354=A354,""LOOP"",""ok"")",4,18
Universidad Mayor,Hub Providencia,Directed,353,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B355=A355,""LOOP"",""ok"")",4,9
Universidad Mayor,Hubtec,Directed,354,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B356=A356,""LOOP"",""ok"")",4,23
Universidad Mayor,INNOVO-USACH,Directed,355,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B357=A357,""LOOP"",""ok"")",4,21
Universidad Mayor,Networker,Directed,356,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B358=A358,""LOOP"",""ok"")",17,10
Universidad Mayor,Santander Universidades,Directed,357,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B359=A359,""LOOP"",""ok"")",17,5
Universidad Mayor,Sofofa,Directed,358,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B360=A360,""LOOP"",""ok"")",4,16
Universidad Mayor,Start-Up Chile,Directed,359,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B361=A361,""LOOP"",""ok"")",4,19
Universidad Mayor,UTEM,Directed,360,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B362=A362,""LOOP"",""ok"")",4,15
Universidad Mayor,Wadhwani Foundation,Directed,361,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B363=A363,""LOOP"",""ok"")",4,8
Universidad Mayor,WeWork,Directed,362,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B364=A364,""LOOP"",""ok"")",4,13
USACH,Fundación Más Ciencia,Directed,363,,,3,Ellos nos buscaron,1,No,100_499,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(A365=B365,""LOOP"",""ok"")",19,4
USACH,GORE,Directed,364,,,4,Nosotros los buscamos,1,Sí,"5,000_9,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(B366=A366,""LOOP"",""ok"")",N16,3
USACH,Centro de Innovación UC Anacleto Angelini,Directed,365,,,5,Nosotros los buscamos,1,Sí,"50,000_99,999",11_20,"Sí, la colaboración fue exitosa",Analyze,"IF(B367=A367,""LOOP"",""ok"")",N16,4
USACH,CORFO,Directed,366,,,5,,,,,,,,"IF(B368=A368,""LOOP"",""ok"")",PN16,C
USACH,ANID,Directed,367,,,5,,,,,,,,"IF(B369=A369,""LOOP"",""ok"")",PN16,E
USACH,CONICYT,Directed,368,,,5,Nosotros los buscamos,1,Sí,"1,000,000_",21_30,"Sí, la colaboración fue exitosa",Analyze,"IF(B370=A370,""LOOP"",""ok"")",N16,1
USACH,CORFO,Directed,369,,,5,Nosotros los buscamos,1,Sí,"100,000_999,999",11_20,"Sí, la colaboración fue exitosa",Analyze,"IF(B371=A371,""LOOP"",""ok"")",N16,2
USACH,AIA,Directed,370,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B372=A372,""LOOP"",""ok"")",N16,14
USACH,CEA Liten,Directed,371,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B373=A373,""LOOP"",""ok"")",N16,15
USACH,CIPTEMIN,Directed,372,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B374=A374,""LOOP"",""ok"")",N16,16
USACH,CSIC,Directed,373,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B375=A375,""LOOP"",""ok"")",N16,13
USACH,"Ministerio de Ciencia, Tecnología, Conocimiento e Innovación",Directed,374,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B376=A376,""LOOP"",""ok"")",N16,6
USACH,"Ministerio de Economía, Fomento y Turismo",Directed,375,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B377=A377,""LOOP"",""ok"")",N16,18
USACH,Ministerio de Educación,Directed,376,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B378=A378,""LOOP"",""ok"")",N16,17
USACH,MISTI-MIT,Directed,377,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B379=A379,""LOOP"",""ok"")",N16,11
USACH,PUCC,Directed,378,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B380=A380,""LOOP"",""ok"")",N16,8
USACH,Sofofa,Directed,379,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B381=A381,""LOOP"",""ok"")",N16,10
USACH,UC,Directed,380,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B382=A382,""LOOP"",""ok"")",N16,19
USACH,UCN,Directed,381,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B383=A383,""LOOP"",""ok"")",N16,9
USACH,Universidad de Concepción,Directed,382,,,3,NA,NA,NA,NA,NA,NA,No data,"IF(B384=A384,""LOOP"",""ok"")",N16,7
UTEM,Innova UTEM,Directed,383,,,5,Ellos nos buscaron,20,Sí,0_99,01_03,"Sí, la colaboración fue exitosa",Analyze,"IF(A385=B385,""LOOP"",""ok"")",7,2
UV,Hubtec,Directed,384,,,5,Ellos nos buscaron,1,Sí,"100,000_999,999",07_10,"Sí, la colaboración fue exitosa",Analyze,"IF(A386=B386,""LOOP"",""ok"")",N06,13
